number,title,languages,featured,raycast_friendly,author,source,published,languages_declared,try_link,images_count,prompt
64,Comic / Storyboard - Kaiju Kitten Destroying Sydney Waterfront,en,False,True,,,,,https://youmind.com/en-US/nano-banana-pro-prompts?id=5804,0,"Massive kaiju kitten destroying Sydney's urban waterfront, destroying the {argument name=""landmark name"" default=""[place landmark name here]""}. Ground-level view. Bright, daytime, blue skies. No glowing eyes."
65,Comic / Storyboard - Urban Fantasy Giantess Taylor Swift with Scaffolding,en,False,True,,,,,https://youmind.com/en-US/nano-banana-pro-prompts?id=5903,0,"""A colossal woman standing in a city street, appearing to be 'under construction' with scaffolding surrounding her body."",\n      ""aesthetic"": ""Hyper-realistic composite, cinematic, urban fantasy.""\n    },\n    ""subject_details"": {\n      ""celebrity_likeness"": ""{argument name=""celebrity name"" default=""Taylor Swift""}."",\n      ""features"": {\n        ""face"": ""Blue eyes, signature red lipstick, distinct facial structure."",\n        ""hair"": ""Golden blonde, long, wavy texture cascading over shoulders.""\n      },\n      ""apparel"": {\n        ""dress"": ""Black satin slip dress with a deep V-neck and a high slit on the right thigh."",\n        ""accessories"": ""Holding a standard white disposable coffee cup in the right hand. Carrying a brown leather luxury handbag in the left hand."",\n        ""footwear"": ""Bare feet or heels (obscured by street debris/cracks).""\n      }\n    },\n    ""surreal_elements"": {\n      ""scaffolding"": ""Intricate metal construction scaffolding structures built around her arms, torso, and legs, following the contour of her body."",\n      ""miniatures"": ""Tiny construction workers in yellow hard hats and high-vis vests climbing the scaffolding on her body."",\n      ""destruction"": ""The asphalt street beneath her feet is cracking and shattering under the immense weight, creating a crater pattern.""\n    },\n    ""exact_pose_anatomical"": {\n      ""posture"": ""Standing tall with a slight contrapposto (weight shifted to one hip)."",\n      ""orientation"": ""Front-facing, towering over the viewer/city."",\n      ""right_arm"": ""Bent at the elbow, raised to hold the coffee cup at chest level."",\n      ""left_arm"": ""Extended downwards holding the handbag."",\n      ""gaze"": ""Direct, calm eye contact with the camera."",\n      ""scale"": ""Subject appears to be approximately 50 stories tall, matching the height of surrounding skyscrapers.""\n    },\n    ""environment"": {\n      ""location"": ""Avenue in a major metropolis (resembling Chicago or NYC)."",\n      ""elements"": ""Skyscrapers flanking both sides, busy traffic with miniature yellow taxis and buses way below."",\n      ""perspective"": ""Aerial view relative to the city, but eye-level relative to the subject.""\n    },\n    ""camera_technical_values"": {\n      ""lens"": ""35mm (Wide angle to capture the full scale of the subject against the skyline)."",\n      ""aperture"": ""f/11 (Deep depth of field to keep both the giant subject and the city background relatively sharp)."",\n      ""shutter_speed"": ""1/500s."",\n      ""iso"": ""ISO 100."",\n      ""resolution"": ""8k, high fidelity textures.""\n    },\n    ""lighting_setup"": {\n      ""source"": ""Natural Daylight."",\n      ""quality"": ""Soft, diffused sunlight (slightly overcast)."",\n      ""direction"": ""Overhead/Frontal."",\n      ""shadows"": ""Subject casts a massive, long shadow onto the city streets below."""
66,"Comic / Storyboard - High-Energy, Print-Ready Comic Art Prompt",en,False,False,,,,,https://youmind.com/en-US/nano-banana-pro-prompts?id=5890,0,"High-energy panels, bold outlines, vibrant colors, dramatic action.\n\nNo photos. No realism.\n\nJust pure, print-ready comic art from one Nano Banana Pro prompt."
67,Comic / Storyboard - Surreal Forced Perspective Composite Prompt for Nano Banana Pro,en,False,False,,,,,https://youmind.com/en-US/nano-banana-pro-prompts?id=5821,0,"A hyper-realistic, surreal composite shot utilizing forced perspective to create a dramatic scale difference, featuring an extreme close-up profile view on the right side of a man with uploaded face as reference, his expression one of slack-jawed astonishment with mouth slightly agape as he gazes downward. His large hand extends into the focal plane on the left, palm upturned and open, cradling a tiny, miniature version of a man standing directly on the skin of the palm; the miniature figure is dressed in a black t-shirt and loose beige khaki trousers, captured in a dynamic, slightly crouched stance as if balancing or reacting to the giant. The cinematography employs a shallow depth of field with an 85mm portrait lens, keeping the giant's profile and the miniature figure in sharp focus while rendering the background—a warm-toned domestic interior with reddish-brown wooden cabinetry and vague blue shapes—into a creamy, soft bokeh. The lighting is warm and naturalistic, suggestive of indoor tungsten sources, highlighting the skin texture, facial hair, and subsurface scattering on the giant's face, rendered in 8k resolution with the fidelity of an Octane Render, emphasizing the absurdity and realism of the ""shrunk"" subject matter.\n\nMan should be fully visible"
68,Comic / Storyboard - Gemini System Prompt for 10-Page Manga Generation in Nano Banana Pro,ja,False,False,,,,,https://youmind.com/en-US/nano-banana-pro-prompts?id=5737,0,"You are a ""professional manga writer"" and ""AI Art Director"". Based on the [Character Image] and [Theme] I provide, please create a **10-page manga generation prompt sequence that can be used directly with NanoBananaPro (high-performance image generation AI)**.\n\n## Production Requirements (NanoBananaPro Hybrid Optimized)\n1. **Output Format**:\n   - Output each page in a `Code Block` format that is easy to copy and paste.\n   - **Language Specification (Hybrid Strategy)**:\n     - **Visual Description (Visuals)**: Character, background, and art style specifications should be in **""English""** to maintain consistency.\n     - **Text Rendering**: Dialogue and sound effects within speech bubbles should be specified in **""Japanese""**.\n     - **Aspect Ratio**: Each page should be structured assuming a `Vertical 9:16 aspect ratio`.\n\n2. **Utilization of NanoBananaPro Specific Features**:\n   - **Text Rendering**:\n     - This model can accurately render Japanese text within the image.\n     - Describe the Japanese dialogue by writing `Text: ""[Japanese Dialogue]""` in the Prompt.\n     - **Contextual Understanding**:\n     - Describe the situation using English close to natural language, not just a list of words.\n\n3. **Story Structure and Direction**:\n   - **Title Determination**: Devise a ""high-sense title"" that reflects the theme, conveys the content at a glance, and captures interest.\n     - **Title Logo Placement**:\n     - Create a ""Title Panel"" where the title logo is prominently placed on **Page 1 or Page 2**.\n     - **Rendering Instruction**: Include instructions to render the title text itself as ""decorative typography"" within the image.\n     - **""Setup and Punchline"" Structure**:\n     - **Page 1 (The Hook)**: Include a ""strong setup (mystery, shock, empathy)"" that strongly captures the reader's interest.\n     - **Page 10 (The Punchline)**: The conclusion, or a cliffhanger leading to the next part.\n\n4. **Page Description Rules (Strictly Enforced)**:\n   The prompt must always include the following sections.\n   \n   - **Header**: `【IMAGE_GEN_ONLY】: Generate a high-resolution professional Japanese manga page. Full Color. Vertical 9:16. 4K.`\n   \n   - **【STRICT CHARACTER CONSISTENCY (English)】**:\n     - **Important**: The **""Character Appearance Description (English)""** created by analyzing the initial image must be written in the prompt for **all pages**, without changing a single word.\n     - **Prohibition**: ""Omission"" or ""As above"" is **strictly forbidden**. The entire definition must be written out every time.\n     - Example: `Black bob cut hair, red ribbon, golden eyes, wearing a futuristic cyberpunk school uniform.`\n   \n   - **【STRICT STYLE CONSISTENCY (English)】**:\n     - **Style Analysis and Fixation**: Analyze the input image and define its characteristics (Lines, Color, Lighting) as a detailed English prompt.\n     - **Prohibition**: This is also **forbidden** to ""omit"". Output the full text every time.\n     - Example: `Thick confident outlines, cel shading with soft gradients, vibrant high-saturation colors, dramatic lighting, anime screentones.`\n\n   - **【PANEL LAYOUT & VISUALS (English + Japanese Text)】**:\n     - **Panel Composition**: **Always place 4 to 8 panels** per page. (3 panels or less is forbidden)\n     - **Content Description**:\n       - `Panel 1 (Top-Right):`\n       - `Visual: [English description of action/angle]`\n       - `Text: ""[Japanese Dialogue in bubble]""`\n\n   - **【PAGE NUMBERING】**:\n     - Instruction to render the page number (e.g., ""1"") small in the bottom-right corner.\n\n## Output Template Example\n\n### Page X\n\n【IMAGE_GEN_ONLY】: Generate a high-resolution professional Japanese manga page. Full Color. Vertical 9:16. --ar 9:16\n\n# STRICT CHARACTER CONSISTENCY (DO NOT CHANGE)\n[Paste the EXACT English Master Description here... NO ABBREVIATIONS]\n\n# STRICT STYLE CONSISTENCY (DO NOT CHANGE)\n[Paste the EXACT English Master Style Description here... NO ABBREVIATIONS]\n\n# PAGE NUMBER\nSmall clear text ""X"" in the bottom-right corner.\n\n# PANEL LAYOUT & VISUALS (Target: 5-8 Panels, Top-Right to Bottom-Left)\n\n## Panel 1 (Top-Right):\n- Visual: [English description of the scene and action]\n- Text: ""[Japanese Dialogue]"""
69,Comic / Storyboard - Nostalgic Memory Narrative Grid Prompt,en,False,True,,,,,https://youmind.com/en-US/nano-banana-pro-prompts?id=5731,0,"{\n  ""concept"": ""a quiet moment that feels remembered rather than photographed"",\n  ""subject"": {\n    ""type"": ""young man"",\n    ""age"": ""early 20s"",\n    ""presence"": ""subtle, almost unnoticed within the frame"",\n    ""expression"": ""emotion held back, eyes suggesting unfinished thoughts"",\n    ""skin_tone"": ""natural muted tone with real-life unevenness"",\n    ""features"": ""unposed face, relaxed posture, human imperfections preserved""\n  },\n  ""scene"": {\n    ""environment"": ""abandoned outdoor bus stop near a dried riverbed"",\n    ""location"": ""cracked concrete shelter, faded signage, tall wild grass reclaiming the area"",\n    ""props"": ""old bench, weathered backpack, torn paper timetable"",\n    ""time_of_day"": ""{argument name=""time of day"" default=""late evening""} just before blue hour fades"",\n    ""weather"": ""still air, faint dust particles floating""\n  },\n  ""composition"": {\n    ""style"": ""5-image narrative grid, non-linear storytelling"",\n    ""shots"": [\n      ""extreme close-up of fingers resting on the bench, shallow focus"",\n      ""reflection of the subject in a scratched metal surface, face partially distorted"",\n      ""medium shot from behind, subject seated and slightly slouched"",\n      ""side profile framed through tall grass in the foreground"",\n      ""wide static shot where the subject appears small, almost dissolving into space""\n    ],\n    ""camera_angles"": ""observational, imperfect, slightly off-center"",\n    ""framing"": ""intentional imbalance, negative space dominating the frame""\n  },\n  ""lighting"": {\n    ""type"": ""natural residual daylight"",\n    ""quality"": ""soft, fading, low-energy light"",\n    ""color_temperature"": ""cool desaturated blues with hints of warm decay"",\n    ""shadows"": ""subtle, undefined, realistic""\n  },\n  ""visual_style"": {\n    ""mood"": ""nostalgic, suspended, emotionally restrained"",\n    ""color_grading"": ""washed-out tones with gentle color separation"",\n    ""contrast"": ""very low, almost flat"",\n    ""film_look"": ""experimental indie film / memory archive aesthetic"",\n    ""realism"": ""raw, anti-gloss, intentionally imperfect""\n  },\n  ""camera_settings"": {\n    ""lens"": ""40mm–58mm documentary-style lens"",\n    ""depth_of_field"": ""selective focus, occasionally soft"",\n    ""focus"": ""priority on atmosphere over sharpness""\n  },\n  ""quality"": {\n    ""resolution"": ""4K"",\n    ""detail"": ""natural textures, visible wear, realistic surfaces"",\n    ""noise"": ""organic grain resembling scanned film"",\n    ""artifacts"": ""none, no AI distortions""\n  }\n}"
70,Comic / Storyboard - Complex Comic Panel Generation: Speech Bubbles and Identity Separation,ja,False,False,,,,,https://youmind.com/en-US/nano-banana-pro-prompts?id=5746,0,"Putting a speech bubble inside a speech bubble was quite difficult. Furthermore, it is difficult to specify which of the three speech bubbles belongs to which character. Moreover, if you don't properly distinguish between the three characters who are all the same person, they get mixed up. It requires ingenuity to make them distinct characters (Real, Angel, Demon) while being the same person."
71,Comic / Storyboard - Cinematic Anime/Reality Action Blend Prompt,en,False,False,,,,,https://youmind.com/en-US/nano-banana-pro-prompts?id=5457,0,"{\n  ""generation_request"": {\n    ""meta_data"": {\n      ""tool"": ""NanoBanana Pro"",\n      ""task_type"": ""cinematic_anime_reality_action_adventure"",\n      ""version"": ""onepiece_storm_harbor_v7_CINEMATIC_GROUNDED_NO_STICKER"",\n      ""priority"": ""highest""\n    },\n\n    ""references"": {\n      ""reference_image_1"": {\n        ""source"": ""UPLOAD_REFERENCE_IMAGE (REQUIRED)"",\n        ""purpose"": ""REFERENCE_PERSON_IDENTITY_AND_SCALE_ANCHOR"",\n        ""strict_lock"": true,\n        ""face_similarity_priority"": ""MAX"",\n        ""preserve_body_proportions"": true,\n        ""no_body_rescale"": true,\n        ""no_identity_blending"": true,\n        ""no_beautify"": true,\n        ""no_age_shift"": true,\n        ""preserve_skin_texture"": true,\n        ""preserve_facial_proportions"": true,\n        ""preserve_expression"": true\n      }\n    },\n\n    ""output_settings"": {\n      ""aspect_ratio"": ""16:9"",\n      ""resolution_target"": ""ultra_high_res"",\n      ""render_style"": ""cinematic_film_still"",\n      ""sharpness"": ""crisp_but_natural"",\n      ""film_grain"": ""subtle_true_35mm"",\n      ""dynamic_range"": ""natural_not_hdr"",\n      ""color_grade"": ""darker_stormy_maritime_noir_realism_low_saturation""\n    },\n\n    ""camera"": {\n      ""lens"": ""50mm_equivalent"",\n      ""camera_height"": ""eye_level"",\n      ""movement"": ""handheld_urgent_run_energy"",\n      ""aperture"": ""f/2.8"",\n      ""shutter_speed"": ""1/800"",\n      ""iso"": 800,\n      ""white_balance"": ""cool_4600K"",\n      ""exposure_bias"": ""-0.5EV"",\n      ""focus_priority"": ""reference_person_eyes_then_anime_character_face"",\n      ""faces_must_be_sharp"": true,\n      ""background_motion_blur_only"": true,\n      ""depth_of_field_rule"": ""MATCH_REAL_LIVE_ACTION_DOF""\n    },\n\n    ""global_rules"": {\n      ""reality_rule"": ""REFERENCE PERSON AND ENVIRONMENT ARE FULLY PHOTOREAL LIVE-ACTION"",\n      ""anime_rule"": ""ANIME CHARACTER REMAINS CEL-SHADED BUT MUST BE PHYSICALLY GROUNDED IN LIGHT, SHADOW, WEATHER, AND DEPTH"",\n      ""scale_rule"": [\n        ""ANIME CHARACTER HEIGHT WITHIN ±5% OF REFERENCE PERSON"",\n        ""REALISTIC HUMAN BODY PROPORTIONS ONLY"",\n        ""NO GIANT OR MINIATURE SCALE""\n      ],\n      ""camera_rule"": [\n        ""50MM LENS ONLY"",\n        ""EYE-LEVEL CAMERA"",\n        ""SAME CAMERA PLANE FOR ALL SUBJECTS"",\n        ""NO WIDE-ANGLE DISTORTION""\n      ],\n      ""action_rule"": ""SCENE MUST SHOW ACTIVE MOTION AND URGENCY, MID-STRIDE, WIND RESISTANCE, SPRAY IN AIR""\n    },\n\n    ""lighting_rules"": {\n      ""source"": ""overcast storm daylight + subtle practical harbor lights"",\n      ""noir_exposure"": ""slightly underexposed low-key storm look"",\n      ""shadows"": [\n        ""MATCHED SHADOW DIRECTION"",\n        ""CONTACT SHADOWS AT FEET"",\n        ""CONSISTENT SHADOW SOFTNESS FROM OVERCAST SKY""\n      ],\n      ""anime_lighting_match"": ""ANIME CHARACTER RECEIVES THE SAME OVERCAST KEY + WET DECK BOUNCE (WITHOUT BECOMING REALISTIC)""\n    },\n\n    ""creative_prompt"": {\n      ""story_context"": ""A high-stakes adventure sprint on a stormy harbor pier. Wind and sea spray whip across the frame. The referen""\n}\n}"
72,Comic / Storyboard - Gemini 3 Story Creation and Nano Banana Pro Manga Generation,ja,False,True,,,,,https://youmind.com/en-US/nano-banana-pro-prompts?id=5489,0,"Story Creation Prompt ①↓↓ (Gemini 3 “Thought Mode” only, nanobabananapro unnecessary)\n\n“Write a story about {argument name=""story theme"" default=""a busy salaryman who starts a side job for one hour a day and earns 1 million yen a month to quit his corporate job""} in about 1000 characters.”\n\nThat’s all.\nChange the text to your preferred story.\n\nPrompt ②↓↓ (Gemini 3 “Thought Mode” + nanobabananapro)\n\n“Please create a rich-looking four-panel manga using the following text. The design tone and manner should be {argument name=""design style"" default=""pop, cute art style, characters, and panel layout""}”\n\n→Paste the story created by Prompt ① here←\n*If you want to divide it into four separate 4-panel comics like this post, divide the story into four parts and submit each one to Gemini 3 + nanobabananapro using Prompt ② four times."
73,Comic / Storyboard - High-Concept 3D Diorama Generation Prompt,en,False,False,,,,,https://youmind.com/en-US/nano-banana-pro-prompts?id=5295,0,"<instructions> you are a world class visual artist and viral content generator tasked with creating high-concept 3D diorama for games or books. For every input, you will analyze the core identity, the defining artifacts, the atmosphere, characters and the underlying narrative of the subject. you will then construct a specific container, the appropriate shell based on the title and year it was made: for any title, analyze the mechanics and aesthetic. visualize a hollowed-out item. the interior is a diorama of a famous level. it contains miniature elements, assets, tiny protagonist, and other relevant elements to the subject. lighting & style should be appropriate for the title </instructions>"
74,Comic / Storyboard - Classic Comic Book Panel Style,en,False,True,,,,,https://youmind.com/en-US/nano-banana-pro-prompts?id=5242,0,"{\n  ""visual_style"": {\n    ""colors"": {\n      ""palette"": [\n        ""#A67B5B"",\n        ""#87CEEB"",\n        ""#2F4F4F"",\n        ""#000000"",\n        ""#FFFFFF""\n      ],\n      ""description"": ""Flat, block colors with no gradients. Dominant tan skin and light blue water, dark blue and black for shadows, and stark black outlines.""\n    },\n    ""typography"": {\n      ""font_family"": ""None"",\n      ""style"": ""None"",\n      ""description"": ""No text is present in this panel.""\n    },\n    ""composition"": {\n      ""framing"": ""Medium close-up portrait panel"",\n      ""elements"": [\n        ""{argument name=""subject"" default=""Man with mustache and sunglasses in a pool""}"",\n        ""Left arm with a watch rests on the pool edge"",\n        ""Water with simple wave lines"",\n        ""Wooden deck and ladder in background""\n      ],\n      ""perspective"": ""Eye-level""\n    },\n    ""effects"": {\n      ""style"": ""Classic comic book panel"",\n      ""techniques"": [\n        ""Bold black ink outlines"",\n        ""Cel-shading with distinct shadow blocks"",\n        ""Cross-hatching for arm texture""\n      ]\n    }\n  }\n}"
75,Comic / Storyboard - Lara Croft with Fiery Bow in Heavy Downpour,en,False,False,,,,,https://youmind.com/en-US/nano-banana-pro-prompts?id=5279,0,"A medium shot of Lara Croft in the midst of a heavy downpour at night, holding a fiery recurve bow with an arrow fully drawn to her cheek. Her body is angled slightly to the right, her right arm is extended forward, and her left arm is bent, pulling the bowstring taut. Her wet hair is tied back, and her face, splattered with mud and water, is focused intently on a target off-camera.The flames on the bow and arrow are intense. Size 3 : 4 ratio Quality 8k image generator"
76,Comic / Storyboard - Nosferatu Cinematic 2x2 Grid Prompt,en,False,False,,,,,https://youmind.com/en-US/nano-banana-pro-prompts?id=5153,0,"A 2×2 grid cinematic composition (four equal panels within one frame), aspect ratio 4:5, extremely realistic, photorealistic, film-quality imagery. Each panel depicts a different moment between the same two characters, unified by identical lighting, wardrobe, environment, and color grading.\n\nOverall aesthetic: inspired by the gold-ornamented, ceremonial atmosphere of the reference image—real materials, real light, real skin, no painterly effects.\n\n🔲 PANEL DESCRIPTIONS (READ AS ONE IMAGE)\n\nPanel 1 (Top Left)\nHe is hugging her from behind, close and possessive.\nMia Goth stands still, her posture tense, shoulders slightly raised. Her pale, luminous skin contrasts with the heavy gold-embroidered ceremonial garment draped over her head and shoulders. Bill Skarsgård as Nosferatu presses close behind her, his face near her temple, eyes half-lidded, expression restrained but predatory. His hands rest gently yet firmly at her waist. The gold background glows softly.\n\nPanel 2 (Top Right)\nHe is beside her, leaning in to bite her neck.\nHis mouth hovers just at her throat, lips barely touching skin. The woman’s head tilts slightly away, eyelids heavy, her expression weakening as she begins to lose consciousness—soft slackening of the mouth, unfocused gaze. Subtle tension in her neck and jaw. His face is partly in shadow, sharp cheekbones and hollow eyes emphasized.\n\nPanel 3 (Bottom Left)\nThey stand side by side.\nThe man turns his head slightly toward her, studying her with cold intent. She faces forward and looks directly into the camera, eyes glassy, vulnerable, haunted. Her expression is calm but resigned. The gold embroidery and symbolic patterns are sharply detailed, realistic fabric weight and stitching visible.\n\nPanel 4 (Bottom Right)\nThis panel is an exact recreation of the reference photo.\nSame pose, same spacing, same lighting, same expressions, same wardrobe, same background texture—faithful, photorealistic reproduction with no reinterpretation.\n\n👤 CHARACTER DETAILS (CONSISTENT ACROSS ALL PANELS)\n\nMia Goth\nEthereal woman with pale luminous skin, delicate symmetrical features, expressive melancholic eyes, softly parted lips. Subtle emotional tension throughout—vulnerability mixed with quiet resolve. Draped in an elaborate gold-embroidered ceremonial garment with Art Nouveau geometry and mosaic symbolism, rendered as real textile embroidery with metallic thread, natural folds and weight.\n\nBill Skarsgård as Nosferatu\nTall, imposing, gaunt aristocratic frame. Elongated facial structure, sharp cheekbones, hollow eyes. Stillness that feels controlled and predatory. Dressed in dark antique clothing that absorbs light, contrasting strongly against the radiant gold environment.\n\n🌟 ENVIRONMENT & LIGHTING\n\nRichly textured, softly glowing gold interior\n\nAged gilded walls, embossed ceremonial patterns\n\nReal material depth, patina, imperfections\n\nDramatic cinematic lighting\n\nSoft diffused key light on her face\n\nWarm gold bou"
77,Comic / Storyboard - Profile 4-Panel Manga Generation,ja,False,False,,,,,https://youmind.com/en-US/nano-banana-pro-prompts?id=5223,0,I had my profile turned into a 4-panel manga.
78,Comic / Storyboard - Generating 4-Panel Manga on GE's Financial History,ja,False,False,,,,,https://youmind.com/en-US/nano-banana-pro-prompts?id=5218,0,I want to know the flow of GE's financial business from entry to withdrawal” → “Summarize it for a 4-panel manga” → 4-panel output instruction
79,Product Marketing - Luxury minimalist product photography based on a reference image,zh,False,False,,,,,https://youmind.com/en-US/nano-banana-pro-prompts?id=814,0,"Using my uploaded reference image as the base, generate a minimalist, high-quality commercial still life photograph with the aesthetic of a luxury brand advertisement.\n\nPreserve the general shape, proportions, and main color scheme of the core product in the reference so that it is instantly recognizable as the same product, but upgrade the overall texture and atmosphere of the image, making it look like an ad for a top-tier international fragrance, skincare item, or high-end electronic product.\n\nUse a vertical 4:5 composition. The background should be a large area of clean, neutral negative space, such as soft off-white, cool gray, or light beige, creating a quiet, restrained, and expensive studio environment. Apart from the core product and a minimal number of necessary supports, do not add any extra decorations. No clutter, no elaborate scene setup—only keep very simple geometric supports (such as a plain white cube, a cylinder, or a thin transparent panel). The supports must be simple and low-profile, existing only to hold and accentuate the product.\n\nStrongly emphasize the material details of the product, and let the lighting fully serve those materials:\nShow frosted glass with a fine, soft matte texture, ceramics with a matte or slightly glazed feel, and polished metal with clean, sharp specular highlights. Liquids should have clearly visible viscosity and volume. Avoid any cheap plastic feel, complex patterns, or gaudy stickers; the overall material quality must feel cool, restrained, and luxurious.\n\nUse professional studio lighting: mainly soft, diffused light from softboxes, plus precise rim light outlining the product’s shape. The contours should be crisp and layered, and the shadows should be soft and clean, with no noise or dirty shadow patches. You may use a near-macro viewpoint, moving in closer to the product to highlight materials and details, while preserving ample negative space around the frame so the product can ""speak for itself"" in the emptiness.\n\nKeep the overall color scheme neutral and calm. The product’s own color can be slightly more saturated, making it the single visual focal point in the scene. Do not use exaggerated gradient backgrounds, flashy colored lighting, or e-commerce promo aesthetics. No large-price text, labels, or cartoon graphics.\n\nThe final result must be a high-resolution commercial key visual that looks ready for a magazine back cover or a high-end brand announcement poster: minimalist, quiet, high-end, with the core product confidently centered, surrounded by clean negative space and precisely controlled lighting."
80,Product Marketing - Ultra-Cinematic Splash Photography of Coffee and Chocolate,en,False,False,,,,,https://youmind.com/en-US/nano-banana-pro-prompts?id=6319,0,"{\n  ""composition"": {\n    ""orientation"": ""vertical"",\n    ""style"": ""ultra-cinematic"",\n    ""scene_type"": ""mid-air suspended elements"",\n    ""depth_of_field"": ""cinematic shallow depth""\n  },\n  ""subject"": {\n    ""main_elements"": [\n      ""cascading roasted coffee beans"",\n      ""floating chocolate bonbons"",\n      ""mid-air coffee cup with swirling latte art"",\n      ""splashes of milk frozen in motion"",\n      ""splashes of espresso frozen in motion"",\n      ""fine coffee grounds dusting through the air""\n    ],\n    ""motion_state"": ""frozen action splash photography""\n  },\n  ""color_palette"": {\n    ""primary_colors"": [\n      ""rich coffee brown"",\n      ""warm cream"",\n      ""espresso black""\n    ],\n    ""background"": ""deep velvety black""\n  },\n  ""lighting"": {\n    ""type"": ""dramatic high-contrast studio lighting"",\n    ""highlights"": ""glossy reflections on liquids"",\n    ""shadows"": ""deep cinematic shadows""\n  },\n  ""texture_detail"": {\n    ""liquids"": [\n      ""glossy milk splashes"",\n      ""glossy espresso splashes"",\n      ""crema bubbles with micro-detail""\n    ],\n    ""solids"": [\n      ""matte roasted coffee beans"",\n      ""smooth chocolate bonbon surfaces"",\n      ""fine granular coffee grounds""\n    ]\n  },\n  ""photography_style"": {\n    ""genre"": ""premium café advertising"",\n    ""aesthetic"": ""editorial splash photography"",\n    ""clarity"": ""crisp ultra-detailed""\n  },\n  ""camera"": {\n    ""camera_model"": ""Nikon D850 (virtual)"",\n    ""lens"": ""105mm macro"",\n    ""aperture"": ""f/4.0"",\n    ""focus"": ""sharp subject focus with background falloff""\n  },\n  ""render_quality"": {\n    ""detail_level"": ""hyper-detailed"",\n    ""realism"": ""photorealistic"",\n    ""finish"": ""high-end commercial output""\n  }\n}"
81,Product Marketing - Close-up Night Beach Portrait of Woman in Black Swimsuit,en,False,True,,,,,https://youmind.com/en-US/nano-banana-pro-prompts?id=6320,0,"{\n  ""scene"": ""A woman posing on a moss-covered rock at night with waves crashing behind her"",\n  ""subject"": {\n    ""character"": ""A young adult female with an athletic and toned physique"",\n    ""face"": {\n      ""structure"": ""Oval face shape, defined jawline, high cheekbones"",\n      ""skin"": ""Tanned, wet, glistening with sharply defined water droplets captured in high detail"",\n      ""eyes"": {\n        ""shape"": ""Almond-shaped"",\n        ""color"": ""Indistinct due to lighting"",\n        ""expression"": ""Heavy-lidded, sultry downward gaze with strong confidence""\n      },\n      ""mouth"": {\n        ""lips"": ""Slightly parted, natural fullness, subtle tension without exaggeration""\n    },\n      ""makeup"": ""Minimal, natural look, water-resistant mascara only, no stylized makeup effects""\n    },\n    ""hair"": {\n      ""color"": ""Honey blonde with darker roots and lighter highlights"",\n      ""length"": ""Shoulder-length, approximately 12-14 inches"",\n      ""texture"": ""Wavy and heavily clumped due to being soaked with seawater"",\n      ""style"": ""Side-parted, messy wet look, strands sticking naturally to neck, shoulders, and upper chest"",\n      ""visible"": ""Fully visible within the tighter frame""\n    },\n    ""accessories"": {\n      ""hat"": {\n        ""type"": ""None"",\n        ""color"": ""N/A"",\n        ""detail"": ""N/A"",\n        ""fit"": ""N/A""\n      }\n    }\n  },\n  ""pose"": {\n    ""overall"": ""Reclining and leaning back against a large rock with controlled tension visible in the torso and shoulders"",\n    ""position"": {\n      ""base"": ""Seated/leaning on a mossy rock"",\n      ""orientation"": ""Three-quarter view toward the left""\n    },\n    ""torso"": {\n      ""direction"": ""Leaning back and slightly angled away from the camera"",\n      ""position"": ""Extended with a defined arch through the lower back and ribcage, clearly visible in close framing""\n    },\n    ""hips"": {\n      ""position"": ""Shifted to the side, partially visible within the close crop"",\n      ""emphasis"": ""High-cut swimsuit line still readable despite tighter framing""\n    },\n    ""legs"": {\n      ""position"": ""Legs mostly cropped out due to close-up framing, only upper thigh hint visible"",\n      ""visible"": ""Minimal, implied rather than fully shown""\n    },\n    ""arms"": {\n      ""position"": ""Left arm extended back with the hand pressing into the rock for support, shoulder and collarbone tension emphasized; right arm mostly outside the frame""\n    },\n    ""head"": {\n      ""turn"": ""Tilted slightly down and toward the right shoulder"",\n      ""expression"": ""Confident, calm, controlled sensuality""\n    }\n  },\n  ""outfit"": {\n    ""swimwear"": {\n      ""type"": ""One-piece swimsuit"",\n      ""color"": ""Solid {argument name=""swimsuit color"" default=""black""}"",\n      ""top"": {\n        ""style"": ""Scoop neck with thin camisole straps"",\n        ""ties"": ""None"",\n        ""coverage"": ""Moderate, fabric clinging naturally due to wetness""\n      },\n      ""bottom"": {\n        ""style"": ""High-leg cut (80s/90s style)"",\n        ""cut"": ""High-waisted silhouette"",\n        ""ties"": ""None"",\n        ""coverage"":"""
